Body Type,Sex,Diet,How Often Shower,Heating Energy Source,Transport,Vehicle Type,Social Activity,Monthly Grocery Bill,Frequency of Traveling by Air,Vehicle Monthly Distance Km,Waste Bag Size,Waste Bag Weekly Count,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,Energy efficiency,Recycling,Cooking_With,Carbon Emission (kg/month)
normal,male,vegan,twice a day,natural gas,private,petrol,never,260,rarely,8130,large,7,7,27,0,Sometimes,"['Plastic', 'Metal']",['Oven'],1970.96
overweight,female,vegetarian,twice a day,wood,public,,often,283,very frequently,228,extra large,3,2,40,17,No,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",683.2
normal,female,vegetarian,more frequently,wood,public,,sometimes,277,never,1162,medium,4,1,20,7,Sometimes,"['Paper', 'Metal']","['Oven', 'Microwave']",358.8
normal,male,pescatarian,less frequently,wood,public,,never,203,never,71,medium,2,10,24,12,No,"['Paper', 'Plastic', 'Glass']","['Oven', 'Microwave']",330.85
obese,female,omnivore,twice a day,natural gas,private,diesel,never,213,frequently,6337,extra large,4,13,1,0,Sometimes,[],"['Microwave', 'Grill', 'Airfryer']",1678.43
normal,male,vegan,more frequently,natural gas,public,,never,135,rarely,1649,small,4,8,21,2,Sometimes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Microwave']",424.45
underweight,female,omnivore,daily,natural gas,private,diesel,often,96,very frequently,6159,small,2,6,5,19,Yes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1774.29
overweight,male,omnivore,more frequently,electricity,private,diesel,sometimes,162,never,9884,extra large,1,21,32,21,Yes,['Plastic'],"['Oven', 'Microwave', 'Grill', 'Airfryer']",2169.86
normal,male,vegan,more frequently,wood,private,hybrid,sometimes,233,frequently,4060,extra large,7,13,46,7,No,"['Glass', 'Metal']","['Oven', 'Microwave']",1399.9
underweight,female,omnivore,daily,natural gas,walk/bicycle,,sometimes,262,rarely,68,medium,7,11,13,9,Yes,"['Paper', 'Glass']","['Grill', 'Airfryer']",533.2
overweight,male,pescatarian,less frequently,wood,walk/bicycle,,never,176,very frequently,5,large,7,13,34,16,No,['Glass'],"['Grill', 'Airfryer']",714.6
normal,female,pescatarian,twice a day,natural gas,public,,often,176,rarely,702,small,4,7,31,18,Sometimes,['Metal'],"['Oven', 'Microwave']",490.7
underweight,male,vegan,less frequently,coal,walk/bicycle,,sometimes,147,very frequently,2,extra large,4,1,14,17,No,"['Plastic', 'Metal']","['Stove', 'Microwave']",622.7
overweight,female,omnivore,less frequently,coal,walk/bicycle,,often,83,rarely,42,small,1,7,0,1,No,"['Plastic', 'Glass', 'Metal']","['Oven', 'Microwave']",428.3
normal,female,omnivore,less frequently,coal,public,,never,205,never,274,extra large,5,20,32,0,Sometimes,['Plastic'],"['Stove', 'Oven', 'Grill', 'Airfryer']",559.7
normal,female,omnivore,less frequently,coal,public,,often,125,frequently,590,small,3,1,3,1,No,"['Plastic', 'Metal']","['Stove', 'Grill', 'Airfryer']",573
overweight,male,vegetarian,twice a day,natural gas,private,diesel,often,145,frequently,84,small,1,1,5,22,Yes,[],"['Oven', 'Microwave']",470.86
normal,female,pescatarian,less frequently,coal,private,diesel,often,236,frequently,6908,large,3,15,8,17,Yes,[],"['Grill', 'Airfryer']",1713.37
underweight,female,omnivore,daily,wood,walk/bicycle,,often,101,rarely,52,medium,7,17,45,17,Sometimes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Oven', 'Microwave']",569.6
obese,female,vegetarian,more frequently,natural gas,private,lpg,never,77,frequently,121,extra large,2,2,0,3,Sometimes,"['Paper', 'Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",437.79
obese,male,omnivore,less frequently,natural gas,walk/bicycle,,never,241,rarely,30,small,7,19,14,19,Sometimes,"['Paper', 'Metal']",[],542.1
obese,male,vegan,twice a day,electricity,public,,never,124,rarely,1336,extra large,4,10,34,20,Yes,['Glass'],['Stove'],457.2
obese,male,omnivore,less frequently,electricity,walk/bicycle,,often,82,never,89,large,4,5,49,10,Sometimes,['Glass'],[],491.2
normal,male,pescatarian,less frequently,natural gas,public,,never,262,never,1412,small,6,10,7,19,Sometimes,"['Paper', 'Plastic', 'Metal']",[],423.8
obese,male,vegetarian,twice a day,electricity,walk/bicycle,,never,254,never,4,small,3,6,34,13,Sometimes,[],"['Microwave', 'Grill', 'Airfryer']",344.4
overweight,female,pescatarian,more frequently,coal,public,,sometimes,76,rarely,1924,medium,1,14,19,2,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",482.3
underweight,female,pescatarian,daily,natural gas,walk/bicycle,,never,207,never,64,large,2,8,13,14,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",349.7
overweight,male,vegan,daily,natural gas,private,electric,often,234,never,8659,large,1,8,10,11,Yes,"['Paper', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",722.35
normal,female,pescatarian,daily,coal,walk/bicycle,,sometimes,93,rarely,82,small,1,17,8,23,Yes,"['Paper', 'Glass']","['Stove', 'Oven', 'Grill', 'Airfryer']",406.8
normal,female,vegan,less frequently,electricity,walk/bicycle,,often,76,very frequently,31,small,4,1,0,0,No,"['Paper', 'Glass']",['Stove'],478.1
normal,male,omnivore,more frequently,natural gas,private,electric,never,67,rarely,5230,medium,3,5,6,0,Sometimes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",708.7
underweight,female,omnivore,twice a day,electricity,public,,never,101,frequently,450,extra large,4,22,35,20,No,"['Paper', 'Plastic']","['Microwave', 'Grill', 'Airfryer']",675.6
underweight,male,vegetarian,more frequently,coal,public,,sometimes,73,very frequently,441,small,2,19,46,13,Yes,"['Plastic', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",739.85
obese,female,vegetarian,twice a day,wood,private,lpg,never,280,rarely,6160,large,2,1,8,19,No,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1353.06
overweight,female,vegan,twice a day,coal,walk/bicycle,,often,85,frequently,35,medium,4,20,34,4,Sometimes,"['Plastic', 'Glass']","['Stove', 'Grill', 'Airfryer']",513
overweight,male,pescatarian,less frequently,natural gas,walk/bicycle,,sometimes,256,frequently,57,large,6,5,44,24,Yes,['Glass'],"['Oven', 'Grill', 'Airfryer']",637.6
normal,male,vegetarian,daily,wood,walk/bicycle,,sometimes,193,very frequently,7,extra large,3,10,43,7,Sometimes,"['Paper', 'Plastic', 'Glass']","['Oven', 'Grill', 'Airfryer']",666.8
underweight,male,pescatarian,less frequently,wood,private,hybrid,never,145,frequently,5469,medium,4,16,5,5,No,"['Paper', 'Plastic']","['Stove', 'Microwave']",1584.99
underweight,female,pescatarian,twice a day,wood,walk/bicycle,,sometimes,282,frequently,6,medium,3,12,23,7,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",482.7
obese,male,omnivore,daily,coal,public,,sometimes,133,frequently,21,small,3,5,31,11,Sometimes,"['Paper', 'Glass', 'Metal']",['Oven'],631.85
underweight,male,vegetarian,daily,coal,public,,sometimes,232,rarely,1127,medium,1,19,45,16,No,"['Paper', 'Plastic', 'Glass']","['Oven', 'Microwave']",533.55
normal,female,omnivore,daily,coal,walk/bicycle,,never,129,never,7,medium,2,22,25,18,No,"['Paper', 'Glass']",[],502.4
normal,female,vegetarian,more frequently,coal,private,electric,often,140,frequently,6028,extra large,3,11,12,19,No,['Metal'],[],809.4
underweight,male,vegan,daily,wood,private,lpg,sometimes,155,rarely,1669,small,3,1,18,15,Sometimes,"['Paper', 'Glass']","['Oven', 'Grill', 'Airfryer']",584.05
obese,male,pescatarian,less frequently,wood,public,,often,171,never,1972,small,6,11,0,4,Yes,"['Plastic', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",372.7
normal,female,omnivore,less frequently,electricity,public,,sometimes,274,never,684,medium,6,9,22,10,No,"['Plastic', 'Glass']","['Microwave', 'Grill', 'Airfryer']",485.6
overweight,male,omnivore,twice a day,coal,walk/bicycle,,sometimes,264,very frequently,13,large,4,15,42,20,Sometimes,"['Plastic', 'Glass']","['Stove', 'Oven']",874.9
normal,male,vegan,daily,coal,private,lpg,often,98,very frequently,8061,small,7,14,18,4,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven']",1947.93
normal,female,vegan,twice a day,coal,private,lpg,often,252,never,2544,extra large,7,24,50,24,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",915.5
underweight,male,vegetarian,twice a day,electricity,walk/bicycle,,sometimes,256,rarely,46,extra large,1,17,35,14,Yes,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",406.1
normal,male,pescatarian,twice a day,electricity,public,,often,209,very frequently,62,small,1,24,18,9,No,[],['Oven'],634.5
normal,male,vegan,less frequently,wood,private,electric,often,269,frequently,4447,extra large,4,12,43,7,Sometimes,['Plastic'],['Microwave'],732.25
normal,male,pescatarian,more frequently,wood,private,diesel,often,113,rarely,4303,small,7,17,23,17,Yes,"['Paper', 'Plastic']","['Stove', 'Oven', 'Microwave']",1140.61
overweight,male,vegan,daily,electricity,private,lpg,sometimes,270,very frequently,3176,medium,5,24,16,0,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven']",1106.22
underweight,male,pescatarian,more frequently,wood,private,diesel,never,72,rarely,7255,small,2,0,50,1,Sometimes,['Paper'],"['Oven', 'Grill', 'Airfryer']",1645.81
obese,male,vegan,less frequently,wood,walk/bicycle,,sometimes,101,very frequently,62,extra large,7,2,19,11,No,['Paper'],"['Stove', 'Oven', 'Grill', 'Airfryer']",612.6
underweight,male,omnivore,less frequently,wood,private,petrol,sometimes,196,very frequently,6254,small,6,21,45,20,Yes,"['Plastic', 'Glass', 'Metal']",['Microwave'],2018.37
overweight,female,vegan,twice a day,coal,walk/bicycle,,never,277,very frequently,93,medium,3,17,17,24,Yes,"['Paper', 'Glass']",[],654.7
normal,female,omnivore,twice a day,wood,walk/bicycle,,never,91,never,86,small,3,2,8,7,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",355.1
overweight,male,pescatarian,twice a day,wood,public,,never,97,rarely,357,extra large,7,4,39,23,Sometimes,"['Paper', 'Glass']","['Oven', 'Microwave']",493.55
overweight,male,vegan,less frequently,wood,private,petrol,often,244,very frequently,8725,large,7,10,46,1,Sometimes,"['Plastic', 'Metal']",['Stove'],2341.1
overweight,male,vegetarian,daily,natural gas,public,,never,108,very frequently,1753,medium,5,13,16,2,Yes,['Paper'],"['Stove', 'Oven']",727.95
overweight,female,omnivore,daily,wood,walk/bicycle,,never,106,very frequently,45,large,1,19,44,16,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",781.6
underweight,male,vegan,twice a day,coal,public,,never,103,rarely,292,small,5,14,25,11,Sometimes,['Paper'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",412.4
overweight,female,vegetarian,less frequently,coal,public,,sometimes,220,very frequently,1739,medium,6,20,0,20,Yes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",739.45
obese,male,omnivore,less frequently,electricity,walk/bicycle,,never,287,frequently,2,small,6,14,27,23,No,['Paper'],"['Stove', 'Microwave']",632.7
overweight,female,omnivore,daily,wood,walk/bicycle,,sometimes,123,very frequently,38,medium,3,0,21,19,Yes,"['Paper', 'Plastic', 'Glass']","['Grill', 'Airfryer']",712.8
overweight,male,pescatarian,less frequently,electricity,public,,never,259,rarely,970,large,1,18,31,15,No,"['Plastic', 'Metal']","['Grill', 'Airfryer']",461.9
overweight,male,vegan,twice a day,natural gas,private,lpg,sometimes,172,never,8616,extra large,7,12,2,16,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']",[],1753.46
underweight,male,pescatarian,twice a day,coal,public,,never,227,very frequently,635,small,3,4,42,11,Yes,"['Paper', 'Metal']",['Stove'],749.95
normal,female,omnivore,twice a day,coal,private,electric,sometimes,161,never,2914,medium,1,3,13,23,No,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",599.8
underweight,male,pescatarian,more frequently,electricity,walk/bicycle,,never,146,rarely,92,small,3,21,26,15,No,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven']",396.6
normal,female,vegan,twice a day,electricity,walk/bicycle,,often,151,never,67,large,6,13,6,7,Yes,"['Paper', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",265.6
overweight,female,pescatarian,daily,electricity,private,diesel,sometimes,244,frequently,6972,medium,5,3,23,23,No,"['Plastic', 'Metal']","['Stove', 'Oven', 'Microwave']",1698.11
obese,female,pescatarian,twice a day,natural gas,private,petrol,never,193,very frequently,9812,large,3,5,31,17,No,"['Paper', 'Plastic', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",2586.2
normal,male,omnivore,less frequently,wood,public,,sometimes,255,very frequently,1057,small,7,8,27,18,No,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",818.35
normal,male,pescatarian,daily,wood,private,lpg,often,125,rarely,3295,large,1,11,34,11,No,"['Plastic', 'Glass']","['Stove', 'Oven', 'Microwave']",944.47
underweight,female,omnivore,more frequently,coal,walk/bicycle,,sometimes,52,frequently,97,small,1,7,9,10,No,"['Paper', 'Plastic', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",561.7
normal,female,omnivore,twice a day,wood,private,electric,never,252,rarely,9705,extra large,6,9,8,23,No,[],"['Grill', 'Airfryer']",1003.95
underweight,female,vegan,less frequently,natural gas,private,diesel,sometimes,69,rarely,3105,small,6,8,38,2,Sometimes,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven']",921.86
overweight,male,omnivore,more frequently,natural gas,walk/bicycle,,sometimes,139,never,6,extra large,1,23,2,11,Sometimes,"['Paper', 'Glass']","['Oven', 'Grill', 'Airfryer']",435.4
overweight,male,vegetarian,more frequently,electricity,walk/bicycle,,often,242,very frequently,34,small,2,15,42,8,Yes,"['Paper', 'Metal']","['Oven', 'Microwave']",655.7
underweight,male,pescatarian,twice a day,natural gas,public,,often,224,frequently,1328,large,2,24,28,22,No,"['Paper', 'Metal']","['Stove', 'Oven', 'Microwave']",647.8
normal,male,omnivore,less frequently,coal,public,,often,242,never,779,small,7,7,16,12,Sometimes,['Metal'],"['Oven', 'Microwave', 'Grill', 'Airfryer']",526.15
overweight,female,vegan,daily,natural gas,public,,never,193,rarely,913,extra large,4,5,29,1,Yes,['Paper'],['Microwave'],439.45
overweight,female,pescatarian,more frequently,wood,private,electric,never,79,rarely,5464,small,1,19,45,14,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Grill', 'Airfryer']",694.6
underweight,male,pescatarian,daily,wood,private,diesel,never,222,never,3912,medium,6,7,41,20,Sometimes,[],"['Grill', 'Airfryer']",1085.65
overweight,female,omnivore,more frequently,natural gas,walk/bicycle,,sometimes,271,rarely,89,extra large,7,5,46,20,Sometimes,"['Paper', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",655.1
overweight,female,omnivore,daily,wood,private,hybrid,never,193,frequently,4359,medium,5,15,9,5,No,"['Paper', 'Glass']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1478.69
overweight,female,pescatarian,daily,coal,private,diesel,never,156,rarely,7873,large,7,21,44,6,No,"['Paper', 'Plastic']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1876.88
normal,male,pescatarian,more frequently,natural gas,public,,never,168,rarely,374,small,2,20,34,3,Sometimes,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",464
obese,female,vegetarian,less frequently,natural gas,public,,sometimes,175,rarely,1218,medium,1,10,17,19,No,['Glass'],"['Stove', 'Microwave']",457.4
overweight,female,omnivore,less frequently,natural gas,walk/bicycle,,often,212,rarely,1,medium,1,4,38,9,No,"['Paper', 'Plastic']",['Oven'],540.7
overweight,male,omnivore,daily,natural gas,public,,never,101,never,638,medium,7,8,36,1,Yes,[],['Microwave'],545.5
normal,female,omnivore,twice a day,natural gas,private,hybrid,sometimes,296,rarely,8641,medium,4,19,3,20,Sometimes,"['Plastic', 'Glass']","['Stove', 'Oven', 'Grill', 'Airfryer']",2340.71
normal,male,omnivore,more frequently,coal,walk/bicycle,,never,66,never,46,small,5,14,50,14,No,['Plastic'],"['Grill', 'Airfryer']",554.1
overweight,female,vegetarian,less frequently,wood,private,hybrid,never,210,rarely,2871,large,1,15,35,0,Yes,['Paper'],[],978.91
obese,female,omnivore,daily,coal,public,,sometimes,189,very frequently,978,extra large,1,15,46,24,Yes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Microwave', 'Grill', 'Airfryer']",906.8
normal,female,omnivore,twice a day,natural gas,public,,often,225,very frequently,1585,medium,1,12,36,1,No,"['Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",874.75
underweight,female,vegan,more frequently,wood,walk/bicycle,,sometimes,139,never,92,extra large,2,11,21,1,Sometimes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",259.4
normal,female,vegetarian,less frequently,coal,private,lpg,often,217,very frequently,4197,medium,4,17,28,8,No,"['Plastic', 'Glass', 'Metal']",['Stove'],1381.9
normal,female,vegan,more frequently,electricity,public,,often,275,frequently,199,medium,4,15,2,16,No,"['Plastic', 'Glass', 'Metal']","['Grill', 'Airfryer']",412.45
normal,female,omnivore,more frequently,coal,public,,never,81,frequently,732,medium,4,1,6,1,Sometimes,"['Paper', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",598.2
underweight,male,vegan,daily,natural gas,public,,never,270,frequently,584,medium,6,5,4,15,Sometimes,['Plastic'],['Oven'],486.2
underweight,male,pescatarian,daily,natural gas,public,,sometimes,219,very frequently,476,large,4,17,26,10,Sometimes,"['Paper', 'Plastic', 'Glass']",[],726.2
obese,female,omnivore,twice a day,electricity,public,,never,207,very frequently,1507,extra large,4,24,2,15,Sometimes,"['Glass', 'Metal']",[],801.55
underweight,male,vegetarian,twice a day,wood,private,electric,never,131,rarely,6915,small,5,0,28,5,Sometimes,"['Paper', 'Glass']","['Oven', 'Microwave', 'Grill', 'Airfryer']",697.85
underweight,female,vegan,less frequently,coal,public,,sometimes,56,rarely,133,large,4,11,8,5,No,"['Paper', 'Plastic', 'Glass']","['Microwave', 'Grill', 'Airfryer']",341.75
normal,male,vegetarian,more frequently,coal,walk/bicycle,,never,184,rarely,9,medium,1,13,30,3,Yes,"['Paper', 'Metal']","['Stove', 'Microwave']",410.4
overweight,female,vegan,daily,electricity,walk/bicycle,,often,250,never,34,small,6,5,6,22,No,"['Plastic', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",257
normal,male,vegetarian,more frequently,coal,private,electric,often,85,very frequently,9359,large,2,19,32,10,Yes,"['Paper', 'Plastic', 'Metal']","['Grill', 'Airfryer']",1147.45
underweight,female,pescatarian,more frequently,natural gas,walk/bicycle,,never,126,never,62,extra large,1,13,27,4,Sometimes,"['Paper', 'Plastic', 'Glass']","['Oven', 'Microwave']",362.6
underweight,male,vegan,more frequently,natural gas,public,,sometimes,297,rarely,1681,large,3,2,24,19,No,"['Glass', 'Metal']",['Oven'],482.25
